Places,Location,Category,Likes_oount
Enugu Golf Course,Enugu,Sport arena,0
Akwa Ibom State Government House,Akwa Ibom,Government Building,4
St. Francis Catholic Church,Lagos,Place of worship,0
"National Museum of Unity, Enugu",Enugu,Museum,200
Ntasi Obi Ndinonafufu Catholic Hospital,Enugu,Hospital,108
Anambra State Government House,Anambra,Government Building,0
Avon Healthcare Christ The King,Enugu,Hospital,97
Catholic Church of Divine Mercy,Lagos,Place of worship,0
Bauchi State Government House,Bauchi,Government Building,0
Catholic Church of the Transfiguration,Lagos,Place of worship,0
Bayelsa State Government House,Bayelsa,Government Building,0
Church of the Presentation,Lagos,Place of worship,0
Benue State Government House,Benue,Government Building,0
St. Cletus Catholic Church,Anambra,Place of worship,0
Borno State Government Secretariat,Borno,Government Building,0
St. Patrick Catholic Church,Edo,Place of worship,0
Delta State Government Secretariat,Delta,Government Building,2
St. Joseph's Catholic Church,Edo,Place of worship,0
Ebonyi State Government Secretariat,Ebonyi,Government Building,0
Edo State Government Secretariat,Edo,Government Building,0
Ekiti State Government Secretariat,Ekiti,Government Building,1
"National Orthopaedic Hospital, Enugu",Enugu,Hospital,144
Bicycle Carnival,Enugu,Sport arena,0
Benin Golf Club,Edo,Sport arena,0
Smoking Hills Golf Resort,Ondo,Sport arena,0
Ureje Dam,Ekiti,Dam,1
Enugu State Government Secretariat,Enugu,Government Building,238
Federal Polytechnic Ado-Ekiti Continuous Education Center,Ekiti,College,0
Ekiti State University Teaching Hospital,Ekiti,Hospital,177
Gombe State Government Secretariat,Gombe,Government Building,0
Imo State Government Secretariat,Imo,Government Building,0
Jigawa State Government Secretariat,Jigawa,Government Building,0
Kaduna State Government Secretariat,Kaduna,Government Building,0
"Chicken Republic, Ado Ekiti",Ekiti,Restaurant,2
House of Assembly Arcade,Ondo,,0
Kano State Government Secretariat,Kano,Government Building,0
Wotts Garden,Ondo,,0
Ondo State Trade Fair Complex,Ondo,Open arena,0
Ondo State Secretariat,Ondo,Government Building,0
Katsina State Government Secretariat,Katsina,Government Building,2
Kebbi State Government Secretariat,Kebbi,Government Building,0
Governor's Office Complex,Ondo,Government Building,0
"Tantalizers, Akure",Ondo,Restaurant,0
Kogi State Government Secretariat,Kogi,Government Building,0
Nasarawa State Government Secretariat,Nassarawa,Government Building,0
Niger State Government Secretariat,Niger,Government Building,0
Ogun State Government Secretariat,Ogun,Government Building,0
Osun State Government Secretariat,Osun,Government Building,0
Ondo State Government Secretariat,Ondo,Government Building,0
Oyo State Government Secretariat,Oyo,Government Building,3
Plateau State Government Secretariat,Plateau,Government Building,0
Rivers State Government Secretariat,Rivers,Government Building,497
"Usman Faruk Secretariat, Sokoto",Sokoto,Government Building,0
Taraba State Government Secretariat,Taraba,Government Building,0
Yobe State Government Secretariat,Yobe,Government Building,1
"Mallam Yahaya Gusau Secretariat, Zamfara",Zamfara,Government Building,0
Adamawa State Government Secretariat,Adamawa,Government Building,0
Cross River State Government Secretariat,Cross River,Government Building,0
Kwara State Government Secretariat,Kwara,Government Building,0
Oyo State NYSC Secretariat,Oyo,Government Building,2
Halims Entertainment Galleria,Kaduna,Mall,0
"St. James Anglican Church, Asokoro",Abuja,Place of worship,1
"St. Matthews Anglican Church, Maitama",Abuja,Place of worship,0
St. Andrew's Anglican Church Kubwa,Abuja,Place of worship,0
"St. Matthews Anglican Church, Gwarinpa",Abuja,Place of worship,0
Julius Berger Water Front Park,Abuja,Park,0
"Dunamis International Gospel Centre, Abuja",Abuja,Place of worship,23
BluCabana Club,Abuja,,0
"Holy Trinity Anglican Church, Ebute-Ero",Lagos,Place of worship,0
"St. John Church Anglican, Aroloya",Lagos,Place of worship,0
St. Paul's Anglican Church Breadfruit,Lagos,Place of worship,0
Millennium Park,Abuja,Park,0
"Our Saviour’s Church, Tafawa Balewa Square",Lagos,Place of worship,0
Kings Care,Abuja,Hospital,113
Church of Resurrection,Lagos,Place of worship,0
Wuse General Hospital,Abuja,Hospital,206
"Chicken Capitol, Abuja",Abuja,Restaurant,0
"The Dome, Abuja",Abuja,Building,0
"St. Peter's Anglican Church, Ikota",Lagos,Place of worship,0
WonderLand Park,Abuja,Park,0
MP and Malbo,Abuja,,0
"Mr. Bigg's, Jabi",Abuja,Restaurant,0
"Church of the Nativity, Ikoyi",Lagos,Place of worship,0
Nursing And Midwifery Council of Nigeria,Abuja,Building,0
"All Saints Anglican Church, Ikosi",Lagos,Place of worship,0
Community Health Practitioners Registration Board Of Nigeria,Abuja,Building,0
Kado Fish Market,Abuja,Market,50
Blossoms Bookstore,Abuja,Book Shop,0
Pizza Rock,Abuja,Pizzeria,0
Embedded Fan Ltd,Abuja,Shop,0
"Federal Teaching Hospital, Abakaliki",Ebonyi,Hospital,172
"NYSC Permanent Orientation Camp, Abuja",Abuja,Government Building,0
Chicken Republic - Abuja 4,Abuja,Restaurant,0
Guards Polo Club,Abuja,Sport arena,0
"Federal High Court, Abakaliki",Ebonyi,Court,0
"Federal High Court, Abeokuta",Ogun,Government Building,0
"Federal High Court, Ado-Ekiti",Ekiti,Court,0
"Federal High Court, Awka",Anambra,Court,0
"Federal High Court, Akure",Ondo,Court,0
"Federal High Court, Asaba",Delta,Court,0
"Federal College of Education, Zaria",Kaduna,College,0
Westerfield College,Lagos,School,0
"Federal High Court, Bauchi",Bauchi,Court,0
"Federal High Court, Benin",Edo,Court,0
"Federal High Court, Calabar",Cross River,Court,1
"Federal High Court, Damaturu",Yobe,Court,0
"St. Murumba College, Jos",Plateau,School,1
"St. Louis College, Jos",Plateau,School,0
"Federal College of Forestry, Jos",Plateau,Polytechnic,0
"Federal High Court, Dutse",Jigawa,Court,0
Adeyemi College of Education,Ondo,College,0
"Federal High Court, Enugu",Enugu,Court,170
"Federal High Court, Gombe",Gombe,Court,0
"Federal College of Agriculture, Ishiagu",Ebonyi,School,1
Dei-dei Building Material Market,Abuja,Market,0
"College of the Immaculate Conception, Enugu",Enugu,School,127
"Federal High Court, Gusau",Zamfara,Court,0
"Federal High Court, Ibadan",Oyo,Court,0
"Federal High Court, Ikeja",Lagos,Court,0
Ilorin Golf Club,Kwara,Sport arena,0
Najimdeen Raji Center for Arabic and Islamic Studies,Kwara,School,0
Flower Garden,Kwara,,0
"Federal High Court, Ilorin",Kaduna,Court,0
Day Spring Medical Centre,Kwara,Hospital,0
Pizzeria,Bayelsa,Pizzeria,0
Agba Dam,Kwara,Dam,0
"Federal High Court, Jos",Plateau,Court,0
Kclamola Lounge,Bayelsa,Club,0
"National Museum, Ilorin",Kwara,Museum,0
"Federal High Court, Kaduna",Kaduna,Court,0
"Federal High Court, Kano",Kano,Court,0
Ilorin Railway Station,Kwara,Terminal,1
"Federal High Court, Katsina",Katsina,Court,0
Kwara State House of Assembly,Kwara,Government Building,0
"Federal High Court, Lafia",Nassarawa,Court,0
"Nigerian Stored Products Research Institute, Ilorin",Kwara,Government Building,0
"Federal High Court, Lagos",Lagos,Court,0
International Aviation College,Kwara,College,1
"Federal High Court, Lokoja",Kogi,Court,0
"Federal High Court, Maiduguri",Borno,Court,0
Nana Aishat Memorial Mosque,Kwara,Place of worship,0
"Federal High Court, Makurdi",Benue,Court,0
"Federal High Court, Minna",Niger,Court,0
"Federal High Court, Oshogbo",Osun,Court,0
"Federal High Court, Owerri",Imo,Court,0
"Federal High Court, Port Harcourt",Rivers,Court,426
"Federal High Court, Sokoto",Sokoto,Court,0
"Federal High Court, Umuahia",Abia,Court,0
"Federal High Court, Uyo",Akwa Ibom,Court,2
"Federal High Court, Yenagoa",Bayelsa,Court,0
"Federal High Court, Yola",Adamawa,Court,0
"Mainland Hospital, Yaba",Lagos,Hospital,103
"General Hospital, Apapa",Lagos,Hospital,97
Lekki Arts,Lagos,,0
Ajeromi General Hospital,Lagos,Hospital,103
"General Hospital, Lagos",Lagos,Hospital,398
Lagos Island Maternity Hospital,Lagos,Hospital,137
Lookman's Place,Lagos,,0
"Lifeline Children's Hospital, Lekki",Lagos,Hospital,196
"General Hospital, Ikorodu",Lagos,Hospital,134
Onikan Health Centre,Lagos,Hospital,151
"Napier Gardens, Lekki",Lagos,,0
Derrière Salle Des Témoins,Lagos,,0
Abraham Adesanya Estate football Pitch,Lagos,Sport arena,0
Stardust Nigerian Limited,Lagos,Factory,0
"General Hospital, Somolu",Lagos,Hospital,219
New Horizons College Minna,Niger,School,0
Unguwan Daji Muslims Cemetery,Niger,Cemetry,0
Maitumbi Hospital,Niger,Hospital,143
Crystal FM Station,Niger,Media House,0
Moodle,Niger,Club,0
"Nigeria Institute of Medical Research, Lagos",Lagos,Building,0
"NYSC Permanent Orientation Camp, Niger",Niger,Government Building,0
"Niger State College Of Education, Minna",Niger,College,0
"National Center for Agricultural Mechanization, Ilorin",Kwara,Government Building,0
"Federal Institute of Industrial Research, Abuja",Abuja,Government Building,0
Minna Railway Station,Niger,Terminal,0
"Federal Institute of Industrial Research, Kano",Kano,Government Building,0
College of Arts and Islamic Legal Studies,Niger,College,0
"Agricultural and Rural Management Training Institute, Ilorin",Kaduna,School,0
"University College Hospital, Ibadan",Oyo,Hospital,502
IITA Forest Reserve,Oyo,Game reserve,0
Nigerian Institute Of Social And Economic Research,Oyo,Government Building,0
"Institute for Industrial Technology, Lagos",Lagos,Building,0
The Nigerian Institute Of Quantity Surveyors,Lagos,Building,0
"Institute of Public Management, Lagos",Lagos,Building,0
"Tenstrings School of Music, Lagos",Lagos,School,0
Rosegabriel Institute,Lagos,School,0
Fidson Building,Lagos,Building,0
"Apena Cemetery, Yaba",Lagos,Cemetry,0
Dangote Flour Mills Factory,Kano,Factory,1
Welcome to Lagos,Lagos,Monument,0
Asokoro District Hospital,Abuja,Hospital,251
Stella Maris International School,Abuja,School,0
Catholic Church of Ascension,Oyo,Place of worship,0
Ikorodu Town Hall,Lagos,Hall,0
"National Orthopaedic Hospital, Lagos",Lagos,Hospital,192
Rigasa Terminal Station,Kaduna,Terminal,1
Recreational Club,Kaduna,,0
Kwanti Nature Reserve,Niger,Game reserve,0
"College of Health Science And Technology, Ijero-Ekiti",Ekiti,College,0
Onigambari Forest Reserve,Oyo,Game reserve,0
Kambari Game Reserve,Taraba,Game reserve,0
chicken and more cafeteria Kafanchan,Kaduna,Restaurant,0
Lake Dadin Kowa,Gombe,Nature,0
Lame Burra Game Reserve,Bauchi,Game reserve,0
Aminu Kano Teaching Hospital,Kano,Hospital,217
Kano Railway Station,Kano,Terminal,0
Government Arabic College Gwale,Kano,School,0
Gwale Local Government Secretariat,Kano,Government Building,0
Akwa Ibom State Polytechnic,Akwa Ibom,College,0
University of Uyo Mini Stadium,Akwa Ibom,Sport arena,0
"Government House, Uyo",Akwa Ibom,Government Building,0
"NYSC Permanent Orientation Camp, Akwa Ibom",Akwa Ibom,Government Building,1
"NYSC Permanent Orientation Camp, Anambra",Anambra,Government Building,0
"NYSC Permanent Orientation Camp, Zamfara",Zamfara,Government Building,4
"NYSC Permanent Orientation Camp, Kwara",Kwara,Government Building,0
"NYSC Permanent Orientation Camp, Lagos",Lagos,Government Building,0
"NYSC Permanent Orientation Camp, Osun",Osun,Government Building,0
"NYSC Permanent Orientation Camp, Sokoto",Sokoto,Government Building,0
"NYSC Permanent Orientation Camp, Katsina",Katsina,Government Building,0
"NYSC Permanent Orientation Camp, Bauchi",Bauchi,Government Building,0
"NYSC Permanent Orientation Camp, Ogun",Ogun,Government Building,0
"NYSC Permanent Orientation Camp, Ekiti",Ekiti,Government Building,1
"NYSC Permanent Orientation Camp, Enugu",Enugu,Government Building,302
"NYSC Permanent Orientation Camp, Cross River",Cross River,Government Building,0
"NYSC Permanent Orientation Camp, Oyo",Oyo,Government Building,0
Abia State House of Assembly,Abia,Government Building,0
"NYSC Permanent Orientation Camp, Ondo",Ondo,Government Building,0
"NYSC Permanent Orientation Camp, Benue",Benue,Government Building,1
"NYSC Permanent Orientation Camp, Rivers",Rivers,Government Building,170
Abia State Specialist Hospital and Diagnostic Centre,Abia,Hospital,165
"NYSC Permanent Orientation Camp, Kano",Kano,Government Building,0
"Federal Medical Centre, Umuahia",Abia,Hospital,407
Micheal Okpara Auditorium,Abia,Hall,0
Golden Guinea Brewery,Abia,Factory,0
St. Andrews Anglican Church,Abia,Place of worship,0
Hospital Management Board,Abia,Government Building,0
Lush Event Center,Benue,Hall,0
"Mr. Bigg's,  Umuahia",Abia,Restaurant,0
Umuahia North Local Govt. Office,Abia,Government Building,0
"Police,Umuahia Command",Abia,Government Building,0
Abia Broadcasting House,Abia,Media House,9
Amuzukwu Primary School,Abia,School,0
"National Industrial Court of Nigeria, Lagos",Lagos,Court,0
Umukabia Okpuala Palm Oil Mill,Abia,Factory,0
"National Industrial Court of Nigeria, Abuja",Abuja,Court,0
"National Industrial Court of Nigeria, Kano",Kano,Court,0
Afugiri Central School,Abia,School,0
St Patrick Catholic Church Umule,Abia,Place of worship,0
"National Industrial Court of Nigeria, Oyo",Oyo,Court,0
"Federal Medical Centre, Yola",Adamawa,Hospital,300
"National Industrial Court of Nigeria, Kogi",Kogi,Government Building,0
"Nigerian Law School, Yola",Adamawa,School,0
"National Industrial Court of Nigeria, Calabar",Cross River,Court,0
Royal Hospital,Adamawa,Hospital,21
"Court of Appeal, Lagos",Lagos,Court,0
"Court of Appeal, Abuja",Abuja,Court,0
"Court of Appeal, Jos",Plateau,Court,0
"Court of Appeal, Ibadan",Oyo,Court,0
"Court of Appeal, Enugu",Enugu,Court,381
"Court of Appeal, Ondo",Ondo,Court,0
"Lagos High Court, Igbosere",Lagos,Court,0
FCT High Court,Abuja,Court,0
"Ogun High Court, Isabo",Ogun,Court,0
Raffia City Plaza,Akwa Ibom,Mall,0
Ojukwu Memoral Square,Imo,Monument,0
Imo State House of Assembly,Imo,Government Building,0
New Customary Court of Appeal,Imo,Court,0
Ibari Ogwa,Imo,,0
Hungry Man Restaurant Owerri,Imo,Restaurant,0
Save the Child Motherless/Abandoned Babies Home,Imo,Orphanage,0
Specialist Hospital Umuguma,Imo,Hospital,0
Zeinna Clinic,Imo,Hospital,0
Stella Maris Hospital,Imo,Hospital,0
"Corporate Affairs Commission, Owerri",Imo,Government Building,0
National Identity Management Center,Imo,Government Building,0
40/40 Nite Club,Imo,Club,0
Kirikiri Prisons,Lagos,Prison,0
Kuje Prisons,Abuja,Prison,1
Enugu Prisons,Enugu,Prison,147
Little Saints Orphanage,Lagos,Orphanage,0
Living Fountain Orphanage,Lagos,Orphanage,0
Mother Theresa Orphanage,Abuja,Orphanage,3
Modupe Cole Memorial School,Lagos,School,0
Ibadan Home For Motherless Babies,Oyo,Orphanage,0
House Of Mercy Children's Home,Lagos,Orphanage,0
Kaduna Prison,Kaduna,Prison,0
"Borstal Training Institution, Abeokuta",Ogun,School,0
Emmanuel Alayande College Of Education,Oyo,College,0
Tin Can Island Port,Lagos,Port,0
"Amaku Teaching Hospital, Awka",Anambra,Hospital,0
Gaga Lounge,Anambra,Lounge,0
Don Ritz Way,Anambra,,0
St. Francis Catholic Church Enugwu Ukwu,Anambra,Place of worship,0
Agulu Crocodile Lake,Anambra,Monument,0
St. Joseph's Hospital Adazi,Anambra,Hospital,0
"Federal Medical Centre, Asaba",Delta,Hospital,103
"Federal Medical Centre, Yenagoa",Bayelsa,Hospital,131
Melford Okilo Memorial Hospital,Bayelsa,Hospital,81
Pepperoni (Bayelsa),Bayelsa,Restaurant,0
Lagos Port Complex,Lagos,Port,0
Delta Port,Delta,Port,0
Onne Port,Rivers,Port,3128
Dodan Barracks,Lagos,Government Building,0
Abubakar Tafawa Balewa University Teaching Hospital,Bauchi,Hospital,84
Nigeria Television Authority,Bauchi,Media House,0
"Abubakar Tatari Ali Polytechnic, Main Campus",Bauchi,School,0
Bonny Camp,Lagos,Government Building,0
Bauchi State House of Assembly,Bauchi,Government Building,0
Ikeja Military Cantonment,Lagos,Government Building,0
Jaji Military Cantonment,Kaduna,Government Building,0
Alamala Barracks,Ogun,Government Building,0
Bauchi Urban Maternity Centre,Bauchi,Hospital,0
ARMOUR BARRACK,Bauchi,Government Building,0
"Federal Polytechnic, Bauchi",Bauchi,School,0
Adekunle Fajuyi Cantonment,Oyo,Government Building,0
Bayelsa National Forest,Bayelsa,Game reserve,0
Bakor Medical Centre,Cross River,Hospital,121
"St. Charles Borromeo Hospital, Onitsha",Anambra,Hospital,0
Iyi-Enu Missionary Hospital,Anambra,Hospital,0
"Holy Rosary Specialist Hospital, Onitsha",Anambra,Hospital,0
Saint Pauls Catholic Church,Bayelsa,Place of worship,0
Edumanom Forest Reserve,Bayelsa,Game reserve,0
Nnamdi Azikiwe University Teaching Hospital,Anambra,Hospital,1
"Anambra University Teaching hospital, Awka",Anambra,Hospital,0
Osomari Forest Reserve,Anambra,Game reserve,0
University of Ilorin Teaching Hospital,Kwara,Hospital,0
"Federal Medical Centre, Abeokuta",Ogun,Hospital,0
"Neuropsychiatric Hospital, Aro",Ogun,Hospital,0
Olabisi Onabanjo University Teaching Hospital,Ogun,Hospital,0
"Nigerian Air Force Base, Ikeja",Lagos,Government Building,1
Rumuodara Forest,Rivers,Game reserve,0
Iye Hospital,Oyo,Hospital,0
Port Harcourt Railway Station,Bayelsa,Terminal,1
Calabar Specialist Hospital,Cross River,Hospital,0
Charity Pharmacy,Lagos,Pharmacy,0
University of Uyo Teaching Hospital,Akwa Ibom,Hospital,0
Francachoko,Bayelsa,,0
University Of Jos Teaching Hospital,Plateau,Hospital,0
University of Port Harcourt Teaching Hospital,Rivers,Hospital,201
Lawrence Etete,Bayelsa,,0
University of Benin Teaching Hospital,Edo,Hospital,0
"Mr. Bigg's, Aggrey",Bayelsa,Restaurant,0
St. Mary's Catholic Church,Bayelsa,Place of worship,0
Tourist Beach Police Station,Rivers,Government Building,0
Edo College,Edo,School,0
Omega Restaurant,Edo,Restaurant,0
"Chicken Republic, Ugbowo",Edo,Restaurant,0
"Federal Neuro-Psychiatric Hospital, Benin City",Edo,Hospital,0
"Federal Government Girls College, Benin City",Edo,School,0
Abeokuta Grammar School,Ogun,School,0
Alake of Egbaland Palace,Ogun,Palace,0
Olofa Of Offa Palace,Kwara,Palace,0
The Obi of Onitsha Palace,Anambra,Palace,0
Kemta Adire Market,Ogun,Market,0
"Elephant Cement House, Ikeja",Lagos,Building,0
"Lagos Terminus, Iddo",Lagos,Terminal,0
"Nigerian Turkish International College, Kano",Kano,School,0
"Nigerian Turkish International College, Kaduna",Kaduna,School,0
Reddington Hospital,Lagos,Hospital,0
The Premier Specialists' Medical Centre,Lagos,Hospital,0
"QDance Center, Yaba",Lagos,School,0
"Federal Government College, Idoani",Ondo,School,0
